Username,Isi komentar,Jumlah like komentar,Waktu komentar
@Idjeks,OLÁ friends🫶 nunca vou de esquecer só Não me apontona 🤧,0,2 tahun yang lalu
@salmah2855,🇲🇾🇸🇦🇯🇴🤲👍,0,2 tahun yang lalu
@salmah2855,Aku pernah suka makan piston tu,0,2 tahun yang lalu
@mohamedosama2506,مرحبن مستربيس  نرد المسعدانحن فقرن,0,2 tahun yang lalu
@nikobluesayala2093,Me encanta como ven. Cr7😂😂,0,2 tahun yang lalu
@AbrahamAlexi-di5ip,apa artinya bang beast :v,0,2 tahun yang lalu
@francygarces,EFMA😂🎉❤😢😮😅😊,0,2 tahun yang lalu
@sueruiz236,Mr beast,0,2 tahun yang lalu
@CU153D_VR,Noice,0,2 tahun yang lalu
@Qwerty17438,оортоо,0,2 tahun yang lalu
@Bo7mody7,lol,0,2 tahun yang lalu
@عليالمالكي-ج5ز,😢❤🎉😂😮😅,0,2 tahun yang lalu
@Fachrul37,$1.              $1.000.              $10.000.               $25.000.             $100.000,0,2 tahun yang lalu
@유지선-f7o,ㅋㅋ,0,2 tahun yang lalu
@ubaldinogonzalez6584,gui fisopo,0,2 tahun yang lalu
@MirejuegosRoblox,Me siento NOOB :(,0,2 tahun yang lalu
@ДилнозаКаримова-ъ4л,🤑🤑🤑😝😒,0,2 tahun yang lalu
@SahinaSahinabano-ui9hy,9:16,0,2 tahun yang lalu
@teresabrualla6599,Sois      jorge uson ❤❤❤😍😍😍😍😍😍😍mi,0,2 tahun yang lalu
@SomeoneWhoMakesChromeMusicLab,2:35,0,2 tahun yang lalu
@beckerortiz4842,5 noviembre soy fabio 🇨🇱,0,2 tahun yang lalu
@loveryomama4492,あ田山様,0,2 tahun yang lalu
@USisthebestcountryintheworld,Yes,0,2 tahun yang lalu
@cyntiademorais117,Soy ti fans❤🎉🙇,0,2 tahun yang lalu
@emelkaracam4245,Nasıl bu kadar zengin olabiliyorsun sen de hava arıyorum hastayım biraz para gönderebilir misin kamerayı direnişin,0,2 tahun yang lalu
@preciousbhusal2871,You never invite me😢,0,2 tahun yang lalu
@elenaveloz7365,Hola 😗😂❤,0,2 tahun yang lalu
@litofv1,618 replies is crazy,0,2 tahun yang lalu
@user-mu5vd8mu7,9:16,0,2 tahun yang lalu
@Николай-л2ф4ч,❤😅😊😢🎉😂❤😊,0,2 tahun yang lalu
@RIYAD_CARTOON,Mr beast coming to Bangladesh,0,2 tahun yang lalu
@mohamedradio3572,You are Mr Beast,0,2 tahun yang lalu
@mohamedradio3572,Hello Mr beast my name is my name is Hamza,0,2 tahun yang lalu
@IykeGentle-zt3ft,ok,0,2 tahun yang lalu
@wrenoonabeno,631st,0,2 tahun yang lalu
@IsabelMoreno-jc5kr,50000000000000,0,2 tahun yang lalu
@int3lli,ITS AT STEW LEONARDS NOW,0,2 tahun yang lalu
@Amandeep-gb8gi,Help me,0,2 tahun yang lalu
@Ytrmka,Ben türküm ve hep seni görmek isterdim  keşke türkiyede olsan 😢😢😢,0,2 tahun yang lalu
@slaibowitz,Yes,0,2 tahun yang lalu
@Jake-u4y6y,"Carl's mom, we all love Carl's mom",0,2 tahun yang lalu
@กวินธรทานะวัน,มิสเตอร์บีนของเล่นที่สุดในโลก ครับ,0,2 tahun yang lalu
@กวินธรทานะวัน,❤❤❤❤❤😂😮😊,0,2 tahun yang lalu
@aguywholikesgeography,MR BEAASSST,0,2 tahun yang lalu
@nirupamakanda3006,Get it to England 😢,0,2 tahun yang lalu
@Thedamaged_CarYt,W,0,2 tahun yang lalu
@VoidsVoider,MISTORBEAST,0,2 tahun yang lalu
@Quakyyyyyy,Je voyage tout le temps en première classe😊,0,2 tahun yang lalu
@williamboyes7132,😢)j,0,2 tahun yang lalu
@SamiyaAkther-gw9jo,1:16 😢😢😢😢,0,2 tahun yang lalu
@rociosanchezbazaez1156,Mitre una Pollera tuya Encantada y Quiero viajar al diálogo con la polera de estudio y una niña de Pocoyó que estaba con la película,0,2 tahun yang lalu
@Dreamsmp1,didn't you already post this,0,2 tahun yang lalu
@MayraAlejandraCastañeda-n1q,Ojalá llegue a colombia😢,0,2 tahun yang lalu
@MuhammedAlikahan,People col me,0,2 tahun yang lalu
@LicethPolo-ud4pf,❤❤😊😊😊😊😊😊😊Salome❤❤❤❤😂❤❤❤❤,0,2 tahun yang lalu
@jamiemcgill9889,Yes Mr.beast or Jimmy,0,2 tahun yang lalu
@pfsnon-profit-qd9ke,😱😱😱😱😱😱😱😱😱😱❤❤❤❤❤❤❤,0,2 tahun yang lalu
@екатеринаежова-ц9ж,Класс😮♥️💋😎🙈🤷💃😜💪💞🌹😊,0,2 tahun yang lalu
@zlobinaket5932,Я тебе обещал скину адрес мы живём в поищи всё приезжать в двух и тож доме,0,2 tahun yang lalu
@RamziAbd-on6jt,صباح الخير 😅لبنات تعيشو على خير و الله كل خير و و خير و الله كل خير و و خير,0,2 tahun yang lalu
@vaniamonasteriobauer1055,Hola Jimi soi Cristian,0,2 tahun yang lalu
@erchenkooleg2275,😂😂😂😂😂😂😂😂😂😂😂😂,0,2 tahun yang lalu
@angelineortega7583,Yo quiero ir a Disney 😢😢😢😢😢😢❤❤❤❤❤❤,0,2 tahun yang lalu
@USisthebestcountryintheworld,No way,0,2 tahun yang lalu
@Ferpardo123,Get in mexico,0,2 tahun yang lalu
@cinthyacarolinadiazescalan920,Hola,0,2 tahun yang lalu
@orlandofunez1224,1$ su 50000000,0,2 tahun yang lalu
@زينطعمة-ر8ض,فيديوهات تيديات🎉❤,0,2 tahun yang lalu
@nisanatc2547,Satılık taksi mersin,0,2 tahun yang lalu
@DirectedByIB,Oui,0,2 tahun yang lalu
@junjunnohtv9243,Hope you will visit Philippines someday😊,0,2 tahun yang lalu
@HasnaYanah,0:28,0,2 tahun yang lalu
@tamir-z6q,Little,0,2 tahun yang lalu
@marciadorneles2079,Io,0,2 tahun yang lalu
@Minhtv102,Tôi muốn tham gia mà không đủ tiền đóng phí,0,2 tahun yang lalu
@nohort,MR BİST 🇹🇷🇹🇷,0,2 tahun yang lalu
@aurarobles3463,Mi primer hijo ojalá que,0,2 tahun yang lalu
@mitalsoni5052,Come to Australia,0,2 tahun yang lalu
@MananNan-lm4oh,12:20 misterbis aku uda supcrbe1,0,2 tahun yang lalu
@water_plus_lavasourceblock,Ayo 688 comments??,0,2 tahun yang lalu
@aliolmedo6523,Ghi😊,0,2 tahun yang lalu
@aliolmedo6523,Te hf😂🎉😊😊😊😊😊😊😅😅😮 Ed no se te t te 😅,0,2 tahun yang lalu
@souley..2,Ok,0,2 tahun yang lalu
@bolaostarthongmanivong2496,❤❤❤❤😢lmHogfar😊,0,2 tahun yang lalu
@robertoabelschreiberlopez129,❤😂🎉😢😮😊😅,0,2 tahun yang lalu
@ThiagoVILELA-nc6ck,Olamistervin,0,2 tahun yang lalu
@rohan7761,OK,0,2 tahun yang lalu
@rossanapavez5218,yimi tenido que belgas ala casa 3040,0,2 tahun yang lalu
@АнастасияРепина-е3ж,Мистер бист ужасный человек,0,2 tahun yang lalu
@hoaiang7484,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊,0,2 tahun yang lalu
@bossbosa4333,😂😂😂,0,2 tahun yang lalu
@isabelhernandez7804,Me siento muy feliz día de love ❤❤❤❤❤❤❤❤❤❤❤❤🥰😘😘😘😘😘😘😘,0,2 tahun yang lalu
@KZ_RIKO,Mr beast go Kazakhstan please,0,2 tahun yang lalu
@ArandompersonXDD, NohemyIngenieria  LAST COMMENT,0,2 tahun yang lalu (diedit)
@Leo-rk1gf,W,0,2 tahun yang lalu
@rjhrhnt,🎉🎉🎉😢😢😢😢😢😮😮😅😅😅😅😅😅😅😅😅😅,0,2 tahun yang lalu
@junnazliahilwamohdali278,😂,0,2 tahun yang lalu
@gunaydinramadan3792,😅😅,0,2 tahun yang lalu
@tortik-m8z,😂,0,2 tahun yang lalu
@Kanika1997,ฉันขอสมัครงานกับคุณได้ไหมค่ะ,0,2 tahun yang lalu
@Palima_games-m3f,Даже в Russia ?,0,2 tahun yang lalu
@TBM_pjmonkevr7295,Ok,0,2 tahun yang lalu
@lfdgaming4170,9:27,0,2 tahun yang lalu
@lfdgaming4170,Money,0,2 tahun yang lalu
@radherk7133,Mr best pleas mujha apki festa ble chaiye ha please,0,2 tahun yang lalu
@danfriden5064,😎😎😐🙄,0,2 tahun yang lalu
@Notpriyasplace2015,Wow,0,2 tahun yang lalu
@gloribel6093,Hola soy una niña me das dinero,0,2 tahun yang lalu
@yoldashyoldashov1534,Mister?,0,2 tahun yang lalu
@Shorovfoodvlog,সত্যি কথা বলতে খুবই অসাধারণ একটি ভিডিও আমার খুব ভালো লেগেছে আমি আপনাকে সাপোর্ট করলাম এগিয়ে যাও আমি বাংলাদেশ থেকে দেখছি ❤❤🇧🇩,0,1 tahun yang lalu
@AbisagJimenez-ee1jh,Ola mistrbis,0,1 tahun yang lalu
@its-aayan184,I m in Pakistan 😢😢,0,1 tahun yang lalu
@maelisskate1255,How about europe?,0,1 tahun yang lalu
@อําพรสิงห์ครุ,😊😊😊😊😊😊😊😊😊😊😊,0,1 tahun yang lalu
@AjubDuniamahedi-wv3tp,Mr.beast i am Bangladeshi your feastables chocolat is no coming bangladiesh but  you first delivery  feastables chocolat  in bangldash Please. My nemesis md mahedi,0,1 tahun yang lalu
@LilianaGuapiG,❤ Dice mi jacobo que le envié un regalo quiere una ps5. Gracias.,0,1 tahun yang lalu
@susanasaldivarserrano2217,Loooooooo,0,1 tahun yang lalu
@cumicaung9811,5000$yagn.  Terbapik,0,1 tahun yang lalu
@karanlik_oyuncu-h3l,Türkiyede yasıyorum,0,1 tahun yang lalu
@MarcoLopez-bu5cv,0:29,0,1 tahun yang lalu
@KenzoFinnleyciu,W bruh,0,1 tahun yang lalu
@AndreasGandung,Aku mau coklat aku suka coklat alamat ku kudus getas pejaten jati kudus,0,1 tahun yang lalu
@lucytorres4616,Oye Mercedes me puedes regalar lobos en roblox 💵,0,1 tahun yang lalu
@mjnhetofrancisco7554,I want feastables,0,1 tahun yang lalu
@ابومبروكالعولقي,يا جيمي أرجأ أن تعطيني 1000 الف دولار,0,1 tahun yang lalu
@ClarisMunga,Are there feastables in Kenya,0,1 tahun yang lalu
@SofiaPranksnice,😅😅😅,0,1 tahun yang lalu
@Chungvlog2026,tôi có 1 ý tưởng muốn bạn làm video,0,1 tahun yang lalu
@MdDidar-j5p,9:16 9:17 9:18 9:19,0,1 tahun yang lalu
@nusukfoundation2784,what bout england😊,0,1 tahun yang lalu
@ximenarodriguez5998,llo mistervis ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,1 tahun yang lalu
@احمداحمد-ك3ر7ح,هل متوفرة في إدلب,0,1 tahun yang lalu
@moniquetregent9650,W,0,1 tahun yang lalu
@CarlSilva-h2i,Wuv u tu,0,1 tahun yang lalu
@Worldofwonnders,I love feastables🤩😋😋❤,0,1 tahun yang lalu
@paulamesias7747,Ya están llegando a chile los feastables,0,1 tahun yang lalu
@alfieplays3043,Don’t tell me they have caffeine pls,0,1 tahun yang lalu
@nometerpedzai596,:medal-yellow-first-red::medal-yellow-first-red::medal-yellow-first-red:,0,1 tahun yang lalu
@MyriamTraore-dj3hm,Love You,0,1 tahun yang lalu
@wesdeycosta6349,Minha filhinha de 6 anos amou seu canal pq vc ajuda muitas pessoas parabéns...me dá mil dólares ela  aceita desafios leves...na verdade difícil kk,0,1 tahun yang lalu
@landwirtschaftimjahresverl4898,Scheise,0,1 tahun yang lalu
@harvest-1212,oh,0,1 tahun yang lalu
@yunusrorafuy6048,Aku mah ikut naik pesawat itu  Karna aku udah follow 🙏,0,1 tahun yang lalu
@MDHabib-py8oz,halo mistarbis imhom calang136bai,0,1 tahun yang lalu
@misslulu1279,Yay,0,1 tahun yang lalu
@DEEZERNUTZER,pop,0,1 tahun yang lalu
@KenzieMahardika-r6w,999'999,0,1 tahun yang lalu
@dayana121190,Hola mrbeast cómo estás yo estoy muy bien sé que no me conoces pero tranquilo que yo me llamo Dagne❤❤❤❤❤❤❤❤❤❤❤🎉,0,1 tahun yang lalu
@superjunior321-u1s,Kissimmee Florida😂,0,1 tahun yang lalu
@AbWa-x6u,❤❤🎉🎉😊😊😮😮زهراء,0,1 tahun yang lalu
@HansOstermeier,😊🎉❤,0,1 tahun yang lalu
@ЭльвинаШаимов,Мистарбист😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,0,1 tahun yang lalu
@NidiaDavila-d9g,En Nicaragua 😢,0,1 tahun yang lalu
@demonball924,Send som to the Philippines,0,1 tahun yang lalu
@عبيدةالسويج,ياشبابقني مستربيس,0,1 tahun yang lalu
@LucasCosta-p8m,❤❤❤❤❤❤❤,0,1 tahun yang lalu
@ChedjeuTayuka-pi2ux,Come to cameroun bro,0,1 tahun yang lalu
@trangvlo-d5y,25000d đối với tôi là cả gia tài,0,1 tahun yang lalu
@donatilamoralesolmos2283,Jimi eres geniaL,0,1 tahun yang lalu
@donatilamoralesolmos2283,😮😮😮😮😂😂😂😊😊😊,0,1 tahun yang lalu
@MagiHashi,Sir I want one help,0,1 tahun yang lalu
@ОЛИВИЯ-н3й,😊😊😊😊,0,1 tahun yang lalu
@juaquinacarrion4937,nene❤❤,0,1 tahun yang lalu
@juaquinacarrion4937,nene,0,1 tahun yang lalu
@dr.madiyarovna1,Frf,0,1 tahun yang lalu
@Renattopro,Chamoy🤑🤑🤑🤑🤑,0,1 tahun yang lalu
@Андрей-п4е1д,Прикольные видимо я тебя абажаю❤,0,1 tahun yang lalu
@MinnieSims-n8k,0:09,0,1 tahun yang lalu
@MinnieSims-n8k,0:20 0:22 0:23 0:24 0:24 0:24 0:25 0:25,0,1 tahun yang lalu
@АлиАрген-с7у,Ша на доадр ❤,0,1 tahun yang lalu
@marialuizafernand100,Yeeeeeeeeeeeeeeeesssssssssssss,0,1 tahun yang lalu
@crismellydiaz5605,Helou 😊,0,1 tahun yang lalu
@MuktaMukta-nn3iz,👋,0,1 tahun yang lalu
@DARKWIND.X-l8z5x,😂😂❤❤,0,1 tahun yang lalu
@MonikaKufel,Natan,0,1 tahun yang lalu
@CongKhai1502,Nice,0,1 tahun yang lalu
@Bubba-t1b,W,0,1 tahun yang lalu
@zayraherrera1949,Hace bro,0,1 tahun yang lalu
@Jazzy-u7x,BEAST,0,1 tahun yang lalu
@MrAvgeek2000,Which Simone was the 25000?,0,1 tahun yang lalu
@KarolRamos-g1q,Pls in Mexico,0,1 tahun yang lalu
@MedoMedo-r6l,❤ حسن حتى,0,1 tahun yang lalu
@sidayesida8689,pls gift me as an feastabels,0,1 tahun yang lalu
@Hava-z7x,0:02,0,1 tahun yang lalu
@Hava-z7x,Türk,0,1 tahun yang lalu
@MrAvgeek2000,How to get free feastables,0,1 tahun yang lalu
@Eternity2K12-21-April,I've had Feastables before,0,1 tahun yang lalu
@sabanakhatoon3774,Dueg मुझे भी काम करना है थैंक यू कामें,0,1 tahun yang lalu
@sayaaa-kutie,What about in other countries,0,1 tahun yang lalu
@paulinechung3898,Get it to every continent,0,1 tahun yang lalu
@IvanIvanov-b4q,w,0,1 tahun yang lalu
@MichouOccivil-pt8qd,Je parle pas anglais😅,0,1 tahun yang lalu
@AysegulKucukyldrm-jp3qh,"Türkler . Burada mıyız, 🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🪤",0,1 tahun yang lalu
@ZohraBouali-m8g,❤❤❤❤❤❤,0,1 tahun yang lalu
@GeraldaSilva-hw6fwtytreee,Meu nome é,0,1 tahun yang lalu
@Adam-v2f7n,❤,0,11 bulan yang lalu
@Людмила-ж9у1л,"Мистер бист, дай мне, пожалуйста, 100000.",0,11 bulan yang lalu
@yardımcıöğretim,Türkiye ye de getirin,0,11 bulan yang lalu
@IdrisSoussia,I wish I could participate with you in one of the competitions,0,11 bulan yang lalu
@AnhTrương-f5y,Anh ở Việt Nam khi nào về Việt Nam ở nhà 256 chơi,0,11 bulan yang lalu
@MdKawser-r7h,Bangladesh 🇧🇩🇧🇩🇧🇩,0,11 bulan yang lalu
@chascop1,Pls can you get it in Britain 😢,0,11 bulan yang lalu
@ellysdomingosbastosmarques946,Tore de brasília 😊🎉❤😂😢,0,11 bulan yang lalu
@ellysdomingosbastosmarques946,🗼🇧🇷⛴🚁🛥🛬✈🛩🚢🛤🛣,0,11 bulan yang lalu
@andresaaraujo994,😂😂😂😂😂😂😂😂😂😂,0,11 bulan yang lalu
@andresaaraujo994,Me sinto pobre 😅😅😅😅😅,0,11 bulan yang lalu
@joannakudlacz1022,Zuzla,0,11 bulan yang lalu
@Tysonlovessports9,Wuv you lol😂😂,0,11 bulan yang lalu
@LianGrajales,❤❤😊😊,0,11 bulan yang lalu
@AshishSood-s4o,Also in 7-Eleven,0,11 bulan yang lalu
@BegomZohraSoltani,❤❤❤,0,11 bulan yang lalu
@RG_GLADIATOR,❤❤❤❤❤❤❤❤❤❤,0,11 bulan yang lalu
@Bharatiagaja,❤❤❤ (..) / \ / \ 😅😅,0,11 bulan yang lalu
@YusufYigitDinçer-j2w,Türkler burda mısınız,0,11 bulan yang lalu
@swayonokkundu8659,getting today,0,11 bulan yang lalu
@euclipatty7966,Quiero participar en tus videos,0,11 bulan yang lalu
@София-ч6ь2з,Класс,0,11 bulan yang lalu
@GaelRubio-t1j,Olla mrbeast te reto hasta que hueles hasta hasta Estados Unidos y vengas para acá y te voy a decir si estoy suscrito y luego te voy a dar una sorpresa porque luego te voy a dar una sorpresa mrbeast por eso ven a a ciudad de de,0,11 bulan yang lalu
@Jackill-i4t,W,0,11 bulan yang lalu
@ElmanayKavaklı,Çok güzel çok güzel yapıyorsunuz terbiyesiz bunları,0,11 bulan yang lalu
@Артру-л6м,Лоолоак в Москве,0,11 bulan yang lalu
@JaydenUbillus,Hot l robux,0,11 bulan yang lalu
@marinhosilva2780,io,0,11 bulan yang lalu
@SarahPreetam,Love you,0,11 bulan yang lalu
@anaiscespedes-be3kz,hello neme neliana,0,11 bulan yang lalu
@anaiscespedes-be3kz,hola,0,11 bulan yang lalu
@pokggwhs,Мистер бист крутой👍,0,11 bulan yang lalu
@isharathi204,❤I  love  you❤ ❤❤❤❤❤❤❤,0,11 bulan yang lalu
@steelmanvikram,❤🎉,0,11 bulan yang lalu
@farabaku,Ok I already eated festibles,0,11 bulan yang lalu
@starboy8855,Ok,0,11 bulan yang lalu
@Mujianah-c5i,😊😊😊😊😊😊😊😮😮😮😮😮😮😮,0,11 bulan yang lalu
@PRIYANISHAD-u9r,😼,0,11 bulan yang lalu
@Yetkin-v9l,1200,0,11 bulan yang lalu
@Yetkin-v9l,1201,0,11 bulan yang lalu
@SevdeTuanaBozdağ,Türk var mı,0,11 bulan yang lalu
@shravanrkumar5702,Were are you,0,11 bulan yang lalu
@XYZ-e9m9h,😂❤❤❤❤,0,11 bulan yang lalu
@ginamarcelasarmientofloria9441,🎉🎉🎉🎉🎉🎉,0,11 bulan yang lalu
@AyşeŞimşe-f3h,Türk varmı,0,11 bulan yang lalu
@SidbewenZongo,J'aime bien TÉLÉPHONE et téraoctet jesuisafricai,0,11 bulan yang lalu
@SidbewenZongo,AYANA tayïbah Moubarak t,0,11 bulan yang lalu
@wafaawafaa-i8i,باثمس,0,11 bulan yang lalu
@guyshalvi,Wug u too,0,11 bulan yang lalu
@The_Wahab804,Ya ya ho ho😂,0,11 bulan yang lalu
@brahimallam3625,"Salut, j’aime trop tes vidéos et j’aimerais trouver ton de tes vidéos mais j’ai pas l’âge",0,11 bulan yang lalu
@sairungchairatsuwan6442,👎W,0,11 bulan yang lalu
@ShahidNazeer-jt5ed,Love you,0,11 bulan yang lalu
@MAYANKPATHAK-p7j,I am a nice momkebar person you can chose me in your chalanges,0,11 bulan yang lalu
@TowhiDa-s1f,🇧🇩❤❤❤❤❤❤🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩❤❤❤,0,11 bulan yang lalu
@alindormunoz-j4u,Mrbeast scegli a me porfiri😢😢,0,11 bulan yang lalu
@SafiyaMusa-s8j,🎉🎉🎉🎉,0,11 bulan yang lalu
@katherinelisbethvargas6867,❤❤❤🎉🎉🎉🎉🎉,0,11 bulan yang lalu
@reapherichards4036,WOW,0,11 bulan yang lalu
@YusmairyAcuña,🙏🙏🙏🙏🙏🙏🙏🙏,0,11 bulan yang lalu
@NickPina-w8j,W,0,11 bulan yang lalu
@IsaiasRodriguezGallegos,Hgggg,0,11 bulan yang lalu
@MichalČarnogurský,10m$ ks pilen,0,11 bulan yang lalu
@IkerRuiz-n3h,W,0,11 bulan yang lalu
@africs-c4t,Omg mister beast,0,11 bulan yang lalu
@cleoreyes3734,Wow,0,11 bulan yang lalu
@cleoreyes3734,Feastables,0,11 bulan yang lalu
@AlricFauxeWife,Get it in philippines😢,0,11 bulan yang lalu
@hayathbashashaik2845,Zahid❤❤❤❤❤❤❤😊😊😊😊,0,11 bulan yang lalu
@XdXd-u6p,soy de ecuador 😢,0,11 bulan yang lalu
@Теймур30,❤❤❤❤,0,11 bulan yang lalu
@SonyCancer,😅❤🎉,0,11 bulan yang lalu
@MdKorim-o3k,Korim,0,11 bulan yang lalu
@konahood861,Does a380,0,11 bulan yang lalu
@albertoguzman-f8t,🎉😊😊😅😅😅😅😅😢,0,11 bulan yang lalu
@KamalaSharma-z8t,9:19,0,11 bulan yang lalu
@PedroRodríguez-f9c,❤,0,10 bulan yang lalu
@LupitaRamirez-h2x,Hello,0,10 bulan yang lalu
@vaninhaduarte423,❤❤❤😢😢,0,10 bulan yang lalu
@Alfai1512gami,Horre,0,9 bulan yang lalu
@brunasilva41,BRU NO,0,9 bulan yang lalu
@DovranAnnamammedov,Hhhhhhhhhhhh,0,9 bulan yang lalu
@SalmaPinjara-u8r,😢😢😢😢😢😢😢😢😢😢,0,9 bulan yang lalu
@GabrielAlves-h2i5v,❤❤,0,9 bulan yang lalu
@solankijenish5146,Virat kohli ❤❤❤❤❤😮😮😮😮😊,0,8 bulan yang lalu
@ChristinaGruner,Bruh,0,8 bulan yang lalu
@JagdishSingh-c5i,Veer ji Danube v had d do ji thanks love you,0,8 bulan yang lalu
@OdomLamar-j9x,Mister je veux ton chocolat aussi ❤❤❤❤🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮 Côte d'Ivoire,0,8 bulan yang lalu
@Lizzybear3636,Tysm,0,8 bulan yang lalu
@carlatellozapater6403,❤❤❤❤😘🩷😙,0,7 bulan yang lalu
@badreldin0,توصل 1 فقط🖤,0,7 bulan yang lalu
@umzakoor7049,اريد حصان 😢 اسود,0,7 bulan yang lalu
@catsGaming4YT,And in Germany en een some  Stores in the Netherlands,0,6 bulan yang lalu
@RohilAbbas-qi2sk,HR,0,5 bulan yang lalu
@janetfrancisco1471,W mrbeast,0,5 bulan yang lalu
@samayepes-wf6zr,Me encantan tus videos cuando tenía 8 me encantaba los vídeos que subías,0,5 bulan yang lalu
@タッパー-w1g,すご,0,5 bulan yang lalu
@Efekrdylmzz,😂😮😂😮😂😮😂😮😂,0,4 bulan yang lalu
@TylerVitelli_UNCLE,wluv,0,4 bulan yang lalu
@YahirToledo-g4z,❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉😮😮😮😮😊😊,0,2 bulan yang lalu
@fake-d7m-z,Hi,0,1 bulan yang lalu
@IanJoao-y2r,Si,0,3 minggu yang lalu
@RiderFlashGD,You are CGI delete ur channel,0,3 minggu yang lalu
@giuseppepostiglione6575,Via,0,5 hari yang lalu
@cogito_ergo_sum_Im_am,MR BEAST,14,2 tahun yang lalu
@jafarbuskute3781,Is it in canadian Walmart?,14,2 tahun yang lalu
@maiaquinones6465,HOLA MISTERBIS❤,27,2 tahun yang lalu
@gangadevi5238,But I don't have money,12,2 tahun yang lalu
@Vinspiration00,deeznuts bars are really good,12,2 tahun yang lalu
@Cherry-xq5rh,wow,11,2 tahun yang lalu
@Im_Rascal,YES,10,2 tahun yang lalu
@Blockkerz,I can’t find them in Florida my guy :(,10,2 tahun yang lalu
@MAGIC_JEFF,Please deliver to canada,10,2 tahun yang lalu
@Vinspiration00,yes sir the DEEZNUTZ Bar taste really good,9,2 tahun yang lalu
@kenxo2650,W wanting it in argentina,9,2 tahun yang lalu
@chrisbaran,True,9,2 tahun yang lalu
@mobilenpc-re8fq,hi                                                                                                bye,9,2 tahun yang lalu (diedit)
@intern3t_kats,Luv u too,9,2 tahun yang lalu
@zrxrl,Your are the king,9,2 tahun yang lalu
@peaksh1t,Wuv you too,9,2 tahun yang lalu
@oaksplayzgames,HECK YAA,18,2 tahun yang lalu
@gekzvr3534,"Yo, I’m kind of early!",8,2 tahun yang lalu
@ikerdahelgonzalez-victoria1172,Soy de mexico ms beast por favor puedo apareser en uno de sus videos me haria muy feliz,8,2 tahun yang lalu
@bilyalart,yesss,8,2 tahun yang lalu
@Jxnskates,Just walked half a mile to Albertsons and they didn't know what a feastable was. help,547,2 tahun yang lalu
@unbereafigendlic8414, @Jxnskates  Amazon,0,2 tahun yang lalu
@elvinzs,W,36,2 tahun yang lalu
@Atharva-mh8k,Get it to India 😢,931,2 tahun yang lalu
@rajdeepsingh8147,​,0,2 tahun yang lalu
@MdKorim-o3k,Korim,0,11 bulan yang lalu
@beok777,hi beast,54,2 tahun yang lalu
@pemulwuy7864,I can't wait for it to go global,7,2 tahun yang lalu
@BBcrafts.,Still wish you could’ve uploaded that commercial😂,7,2 tahun yang lalu
@nikoissigma,W!!,7,2 tahun yang lalu
@Heavy-g7y,Wow,16,2 tahun yang lalu
@charlieneedshelp989,sick,16,2 tahun yang lalu
@RyanSoltani,@MrBeast yo Jimmy what was the outro song called,33,2 tahun yang lalu
@postbeforeperfect,Hindi dubbed aunavailable,15,2 tahun yang lalu
