Username,Isi komentar,Jumlah like komentar,Waktu komentar
@Meir357,לפני דקה,118,2 tahun yang lalu
@wooftamer532,:0,6,2 tahun yang lalu
@mohdshah5101,W,6,2 tahun yang lalu
@HalilKoca-fg1uf,Help Turkey Jimmy,6,2 tahun yang lalu
@lebob5026,love u,248,2 tahun yang lalu
@Loveyuuuuuuaaaaa,I want one so bad!,201,2 tahun yang lalu
@RZK_2, @Loveyuuuuuuaaaaa  where r u from?,0,2 tahun yang lalu (diedit)
@Brantbe,W,46,2 tahun yang lalu
@jerv9626,thanks bruh '-',213,2 tahun yang lalu
@cammyboi2802,Your feastables are my favorite chocolate I have 4 deez Nutz it my fridge,13,2 tahun yang lalu
@sharpender07,j,92,2 tahun yang lalu
@SatriaBajaHitam888,indonesia 🇮🇩🇮🇩🇮🇩,5,2 tahun yang lalu
@DDOT574,Luv u too man,5,2 tahun yang lalu
@emijean6231,Oo,5,2 tahun yang lalu
@Hey.little.guy1,hooray,162,2 tahun yang lalu
@Heavy-g7y,Wow,36,2 tahun yang lalu
@Talkative_Ducky,w,144,2 tahun yang lalu
@noobyjohn,2 mins ago,28,2 tahun yang lalu
@rayyanthetechnicalgamer2775,W,20,2 tahun yang lalu
@shevonfernando4217,Wuv,110,2 tahun yang lalu
@rayyanthetechnicalgamer2775,W,27,2 tahun yang lalu
@masterchiefone5111,w,42,2 tahun yang lalu
@estebanvallejorios3691,Hola,26,2 tahun yang lalu
@whateveryt0,Wov u to jimmy,4,2 tahun yang lalu
@Jfndjdkdkj0828j,Mr beast you are the best YouTuber ever existed,4,2 tahun yang lalu
@RenMps,Ok,4,2 tahun yang lalu
@eladitocarrion3860,Ven a dominican Repúblic,4,2 tahun yang lalu
@gangadevi5238,But I don't have money😢,4,2 tahun yang lalu
@1jx5h,Ok,4,2 tahun yang lalu
@OmarFuentes-ih3kr,I love your videos:yt:😊,4,2 tahun yang lalu
@loshermanoslocos1096,Mr beast podría hacer un escondite en una tienda de autos y el que se encuentra de ultimo puede eligir un auto es una sugerencia y si lo haces puedes hacer que participe mi hermana aún que no esté suscrito,4,2 tahun yang lalu
@Cr15_VM,PLsss feastables on mexicooo,4,2 tahun yang lalu
@now_gaming,Lol,11,2 tahun yang lalu
@skiwhom,love u,11,2 tahun yang lalu
@imrania1081,balls,329,2 tahun yang lalu
@kapinkvlog2500, @imrania1081 Ayooo you’re sus,0,1 tahun yang lalu
@beegyoshi3336,W,"1,5 rb",2 tahun yang lalu
@Axel_Beas,⁠Mrbeast,1,1 tahun yang lalu
@MdSakin-pn9mj,​😂,0,2 tahun yang lalu
@kemalkartal-qy6sh,Seni çok seviyorum ❤,0,2 tahun yang lalu
@t1me.,First,100,2 tahun yang lalu
@drybebonez5625,w,31,2 tahun yang lalu
@The_Delta_Realm,"Thank you, and I’m sorry twitter has to do you so dirty!",17,2 tahun yang lalu
@Videosandmoremine,Mizarbest,10,2 tahun yang lalu
@FairwayAndFreeways,HEHEUHEEH,70,2 tahun yang lalu
@YKtopaz,ok,43,2 tahun yang lalu
@rayyanthetechnicalgamer2775,W,23,2 tahun yang lalu
@metabam2730,IM EARLY,75,2 tahun yang lalu
@lloydthegreenninja5155,In Puerto Rico?,3,2 tahun yang lalu
@FilasXmarka,😢WHEN WILL YOU COME TO TURKEY😢,3,2 tahun yang lalu
@Tressant,That’s awesome!,3,2 tahun yang lalu
@qasimahmed445,Common MrBeast W,3,2 tahun yang lalu
@Aggrocrow,Let's go,3,2 tahun yang lalu
@TuRepublic,MrBeast Is KING !,3,2 tahun yang lalu
@sYphX50,Wuv u 2,3,2 tahun yang lalu
@Andrew.Jr.05-26,"Lancaster, Pennsylvania - Locations Of Walmart",3,2 tahun yang lalu
@nickolozano9491,yessir!,3,2 tahun yang lalu
@ethabn4,Love you beast!,3,2 tahun yang lalu
@Videosandmoremine,Lmao,3,2 tahun yang lalu
@poprocks3273,W,3,2 tahun yang lalu
@trakidelatess7340,I love you,3,2 tahun yang lalu
@itz_tocairiz6750,Ok,3,2 tahun yang lalu
@soundfx7059,ok,3,2 tahun yang lalu
@evathestickgirl4234,Y en latam 🤔,3,2 tahun yang lalu
@BraxttenMillett,W,3,2 tahun yang lalu
@magoJones69,Quando chegar no brasil a gente conversa 👍,3,2 tahun yang lalu
@uniquerobloxavatar,the $1 looks fun,3,2 tahun yang lalu (diedit)
@geraldjinx,I love you,3,2 tahun yang lalu
@xiaoch_n,W,3,2 tahun yang lalu
@lagginglazer,Chocolate 😀,3,2 tahun yang lalu
@gamingon67,Op bro,3,2 tahun yang lalu
@BurgersForBreakfast.,We wuv u too,3,2 tahun yang lalu
@TheBlueBagger,great news! I will finally get to try em' after ages,3,2 tahun yang lalu
@Sarthak809,pls make it across every walmart in canada pls,3,2 tahun yang lalu
@gun-mf3yd,Я мечтаю попасть в твой ролик.,3,2 tahun yang lalu
@tyr.l,👍,3,2 tahun yang lalu
@Mr-roma_ofl-ofka567-drll,Я не знаю США но.... Ответь пж мр бист,3,2 tahun yang lalu
@brendaval5278,My name andrea 😍😍😍😍,3,2 tahun yang lalu
@Pneumonoultramicroscopic-pi6kk,500TH COMMENT YEAAAAAAHHHH,3,2 tahun yang lalu
@rayyanthetechnicalgamer2775,W,22,2 tahun yang lalu
@rayyanthetechnicalgamer2775,W,22,2 tahun yang lalu
@ariqshaf9355,Thanks,9,2 tahun yang lalu
@potato_1924,hi,58,2 tahun yang lalu
@Jfndjdkdkj0828j,Hi 👋 😊,14,2 tahun yang lalu
@bubblelovesstrangerthings,WHAT DO YOU MEAN GLOBBALY DO YOU MEAN NEW ZEALAND OMGOMG,49,2 tahun yang lalu
@postbeforeperfect,@MrBeast Hindi dubbed unavailable please provide sir,8,2 tahun yang lalu
@KllEnder,Hi😂,42,2 tahun yang lalu
@arvianvino1794,Makasih mrbeast  sudah bagi bagi ke orang miskin,2,2 tahun yang lalu
@Names-80085,"Let's go, P.S I watch all your videos ❤",2,2 tahun yang lalu
@erdenebaatar8089,This is why MrBeast is the best in the world.,2,2 tahun yang lalu
@Keshari_7,In india,2,2 tahun yang lalu
@Leo-gy4by,Lol DN chocolate,2,2 tahun yang lalu
@kenos1458,The Best in The world,2,2 tahun yang lalu
@kamilto112,I got your chocolate bar it taste good,2,2 tahun yang lalu (diedit)
@Alex-zq2wv,"Hola mr.beast, espero te encuentres bien, me encantaria ir a Disney world, con mi primo, es un sueño de hace mucho, saludos desde Colombia ❤😊",2,2 tahun yang lalu
@uniquerobloxavatar,yo,2,2 tahun yang lalu
@theofficialum,whats your o,2,2 tahun yang lalu
@uniquerobloxavatar,but I'm from indonesia,2,2 tahun yang lalu
@Viet273VN,Hello MrBeast! :D,2,2 tahun yang lalu
@Videosandmoremine,Hshshs,63,2 tahun yang lalu
@rayyanthetechnicalgamer2775,W,18,2 tahun yang lalu
@rayyanthetechnicalgamer2775,W,17,2 tahun yang lalu
@rayyanthetechnicalgamer2775,W,17,2 tahun yang lalu
@seadret3671,W les gooooo,17,2 tahun yang lalu
@Jfndjdkdkj0828j,I life in Mexico and I am poor for go to United States😢😢😢,27,2 tahun yang lalu
@ابوجودالغالي-ن5ض,مستر بيس انا احبك كثيرا ❤ اريد ان اربح ايفون ارجوك ❤🎉 😢,107,2 tahun yang lalu
@tamimAzimi-97,1:27 you,0,2 tahun yang lalu
@rayyanthetechnicalgamer2775,W,16,2 tahun yang lalu
@Watchthestars981,W mr.beast,16,2 tahun yang lalu
@bebgamer2457,Ben aboneyim beni hiç çağırmıyorsun ki türk abanolerin önemli değil mi,16,2 tahun yang lalu
@andresavalos6,"That's crazy. Once I see, I buy.",1,2 tahun yang lalu
@samuelmoolman1674,We ned it in Australia!!!,1,2 tahun yang lalu
@محمدمحمد-ف4ر8ك,لماذا انت مستيقذ لحد الان الوقت متخر,1,2 tahun yang lalu
@abhayofficial121,Love u mr. Beast,1,2 tahun yang lalu
@KatieOgletree,You copy the stoke twins,1,2 tahun yang lalu
@elenicevalli2815,me escolhe,1,2 tahun yang lalu
@ttttruffles,yay,1,2 tahun yang lalu
@summeryt9424,I luv u,1,2 tahun yang lalu
@XxLA_MUERTExX,Hello mrbeast,1,2 tahun yang lalu
@ampm92,Can I have a dollar? Or a couple quarters 😮,19,2 tahun yang lalu
@tyleraiken281,Ok,0,2 tahun yang lalu
@kevinisaaclopezorellana3978,Hola me beast soy tu fafaffafa,0,2 tahun yang lalu
@WinterBread00,W,0,2 tahun yang lalu
@trentonjersey,feastables are too expensive,0,2 tahun yang lalu
@заяцРусак,Ты лучший ❤❤❤,0,2 tahun yang lalu
@Mr.Jabella," @заяцРусак  ,+",0,2 tahun yang lalu
@ATHXGZRJ,👍👍,0,2 tahun yang lalu
@yasserammarrassam5658,لماذا لا تعمل رحل لاشخاص عرب اريد ان اكون اول عربي في برنامج مستر بيس,0,2 tahun yang lalu
@thetrainguy500,OMG,0,2 tahun yang lalu
@malus36,Daniel give me coffee,0,2 tahun yang lalu
@malus36,Daniel give me coffee,0,2 tahun yang lalu
@malus36,Daniel give me coffee,0,2 tahun yang lalu
@malus36,Daniel give me coffee,0,2 tahun yang lalu
@malus36,Daniel give me coffee,0,2 tahun yang lalu
@sambregancia7545,HI MRBEAST,0,2 tahun yang lalu
@Soviet491,I'm at Malaysia :(,0,2 tahun yang lalu
@wearehikids420,Will it come to German supermarkets?,0,2 tahun yang lalu (diedit)
@J.Gtricks,Lets Goooo.,0,2 tahun yang lalu
@AshleighBeesley-c7x,I've never had one,0,2 tahun yang lalu
@الرزاق-ب3ح,انا عماد حلمي اقابل مستر بيست,0,1 tahun yang lalu
@fmsapls294,russia?,17,2 tahun yang lalu
@Desidancer6392,Muje bhi bolyo,4,2 tahun yang lalu
@lyserjimgameplay8732,Ang tagal ng upload mo boss,8,2 tahun yang lalu
@Desidancer6392,Muje bhi bolyo,7,2 tahun yang lalu
@Literallyidkq,💯🔟,0,1 tahun yang lalu
@Desidancer6392,Muje bhi bolyo,7,2 tahun yang lalu
@ابوجودالغالي-ن5ض,مستر بيس ارجوك ان اربح ايفون,52,2 tahun yang lalu
@joeshiesty6933,"I love feastables, they are so good bro you don’t even know. Also why do you comment 5 hours after ur vid is posted",2,2 tahun yang lalu
@IlleniumRain,W,2,2 tahun yang lalu
@Desidancer6392,Muje bhi bolyo,5,2 tahun yang lalu
@rayyanthetechnicalgamer2775,W,17,2 tahun yang lalu
@D1fr0n4ik, @rayyanthetechnicalgamer2775  W,3,2 tahun yang lalu
@sagerandom400,Yay,4,2 tahun yang lalu
@michaelcurley7002,Noice,1,2 tahun yang lalu
@elijahmelnichuk3542,I love u I love u daddyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy I love u daddyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy I love u daddyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy I love u daddyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,1,2 tahun yang lalu
@Videosandmoremine,Zar bewt,6,2 tahun yang lalu
@Videosandmoremine,Tar best,6,2 tahun yang lalu
@rezvine,cool im  bouta buy feastables in the walmart supercenter,0,2 tahun yang lalu
@elijahmelnichuk3542,I love u I love u dadddyyyyyt,0,2 tahun yang lalu
@Terryxdpp9439,Hello o hola,14,2 tahun yang lalu
@kaulana7016,Facts,8,2 tahun yang lalu
@bryank2098,Karl's mom has got it going on,41,2 tahun yang lalu
@keebkwj,🦤,7,2 tahun yang lalu
@olololbruhmoment2018,Fr,4,2 tahun yang lalu
@daveschroeder5993,I agree,4,2 tahun yang lalu
@Kirby8939,YES,3,2 tahun yang lalu
@Thek3qinput,And we love yours 😂,3,2 tahun yang lalu
@Peter_Henderson,I love Michael Gove Mikey Govey Wovey Dovey Lovey Shovey Trovey Gickitty Gookity Govity,"2,3 rb",2 tahun yang lalu
@angrypangry6635, @Peter_Henderson  I despise Michael gove,4,2 tahun yang lalu
@Sneakerhead_shrek,Fr,2,2 tahun yang lalu
@Cj11759,i love karl's mom👍,2,2 tahun yang lalu
@Legendbornprime, @EnterAName   someones jealous,2,2 tahun yang lalu (diedit)
@GlitchOnePlus,I’ve been loving his mom for years I mean who hasn’t 😂,2,2 tahun yang lalu
@guavadoes,Sus,2,2 tahun yang lalu
@CrazxyEdits,Sus,2,2 tahun yang lalu
@ash-if5kr,I don't,2,2 tahun yang lalu
@walkersuda5911,"No, we dont.",2,2 tahun yang lalu
@Carl_Sanjo,Karl effect,2,2 tahun yang lalu
@andreslozanoalatorre9189,La verdad,2,2 tahun yang lalu
@mohammedawalibrahim4757,I would always continue to see Jimmy us the best man who is giving sponsorship in high esteem without any fear and this makes me happy,2,2 tahun yang lalu
@deadlyweenug5835,Who is we?,2,2 tahun yang lalu
@davef1616,Karl’s mom is the best 😂,77,2 tahun yang lalu
@RealSanes,All Russia too,1,2 tahun yang lalu
@gisellemachadoama,Fax,1,2 tahun yang lalu
@Terryxdpp9439,Hello,1,2 tahun yang lalu
@dlw_lynx,Especially Yung Gravy,1,2 tahun yang lalu
@woofdes14,We do,1,2 tahun yang lalu
@Melissaposs,Hi,1,2 tahun yang lalu
@NatureEucaleptuss,​ @Melissaposs  bonjour,0,2 tahun yang lalu
@Addiepineapple13,Lol,1,2 tahun yang lalu
@NatureEucaleptuss,​ @Addiepineapple13  bonjour,0,2 tahun yang lalu
@thesadbread,Yes,1,2 tahun yang lalu
@Snorlaxethan,Yass,1,2 tahun yang lalu
@Resin_sea238,Frfr,1,2 tahun yang lalu
@cristytaylor2517,Yea,1,2 tahun yang lalu
@mr.f716,I thought her and me was something special,1,2 tahun yang lalu
@Fantyk-qi1mq,🤔,1,2 tahun yang lalu
@GuangdongJiarui,👍,1,2 tahun yang lalu
@tomemmerton1575,i can approve,1,2 tahun yang lalu
@gravycatman1439,NAW XD,1,2 tahun yang lalu
@binitatimalsina2849,Your mom,0,8 bulan yang lalu
@d4rk61,Sacer que haces aca🗿,1,2 tahun yang lalu
@ImRusting,Yea I love Carl’s mom also,1,2 tahun yang lalu
@Idkwhattoputhere6942, @ImRusting  karl*,1,2 tahun yang lalu (diedit)
@cock_and_balls_ceo,karls mom,1,2 tahun yang lalu
@Zylohex,april fools,1,2 tahun yang lalu
@Wasiemm.m,We sure do,1,2 tahun yang lalu
@g6e998,i dont,1,2 tahun yang lalu
@rayanmartinez2887,Hola,1,2 tahun yang lalu
@RebootedTitan,Yes we do,1,2 tahun yang lalu
@ariellalopez8036,fr,1,2 tahun yang lalu
@logan-yy5wn,Chandlers mom is better,1,2 tahun yang lalu
@coopdog835, @logan-yy5wn  how dare you,0,2 tahun yang lalu
@zenyni,Yessss 🎉,1,2 tahun yang lalu
@abdelrahman.footy.7143,No,1,2 tahun yang lalu
@Theblue_bros,I love you buckaroo,1,2 tahun yang lalu
@NatureEucaleptuss,Bonjour,1,2 tahun yang lalu
@Fishytf,S,1,2 tahun yang lalu
@NatureEucaleptuss, @Fishytf  bonjour,0,2 tahun yang lalu
@chainyvilonte8716,Yes siir,1,2 tahun yang lalu
@rednightmare490,Ges,1,2 tahun yang lalu
@JJ_daddy,So true,1,2 tahun yang lalu
@yesenialopez5128,What 😅,1,2 tahun yang lalu
@josepharmy2701,🤨,1,2 tahun yang lalu
@만화그리는슬라임,love Karl's mom!!,1,2 tahun yang lalu
@ChanceLara22,No just u,1,2 tahun yang lalu
@masona457, WE UTTP THDTC TSPL AOTN PMD [AY64] [AH]  fr that’s a rude word to say if u say it to someone u have Bruce’s,1,2 tahun yang lalu
@Bidoof-lk2mv,I don’t love her but I love you ❤️,1,2 tahun yang lalu
@roidddddd,we?,1,2 tahun yang lalu
@Hh-jg3px,On gif,1,2 tahun yang lalu
@adarshnayak8399,💀,1,2 tahun yang lalu
@AidenSari-1,Lmao,1,2 tahun yang lalu
@Thailandtravelvideo,I love everything you do. You always find a way to surprise us.😇😇💝💖💗❤🧡💛💚💙💜💯💯💯,1,2 tahun yang lalu
@NicolasMarch2,What 😂😂😂😂,1,2 tahun yang lalu
@jessewyliefr,who’s we?,1,2 tahun yang lalu
@魏朝明086,Me too Bro😂,1,2 tahun yang lalu
@JestsubbabayHehe,No,1,2 tahun yang lalu
@joyuwaekwe7788,💀,1,2 tahun yang lalu
@christiandouglass2225,Who is “we” 💀,1,2 tahun yang lalu
@giotisGR1,Νo we don't,1,2 tahun yang lalu
@Ibfall_Buntel,Nah i love chan chan dad,1,2 tahun yang lalu
@metallettuce52,🤨📸,1,2 tahun yang lalu
@Beanjamiin,Agrees,1,2 tahun yang lalu
@KRB_boy,CARLS MOM CARLS MOM ¡!!!!!!¡!!¡¡!¡¡¡¡¡!!!!!,1,2 tahun yang lalu
@countryballsecuador3,Bro no hablas inglés hablas español,1,2 tahun yang lalu
@Shadowtoast76,Karl’s mom has got it going on,1,2 tahun yang lalu
@Chaoticz_official,Who doesn't?😊,1,2 tahun yang lalu
@jaydensalinas16,True DAT!,1,2 tahun yang lalu
@Msax1w3ecvssb,Yup,1,2 tahun yang lalu
@youtubeblogger4081,Yes,1,2 tahun yang lalu
@Kirby_kit,True,1,2 tahun yang lalu
@bousselhamtajni8132,Eres mi fan!!!,1,2 tahun yang lalu
@tahseenanwar009,Yes,1,2 tahun yang lalu
@montgomerykidschannel9283,Yah,1,1 tahun yang lalu
@Cutiegirl-i4b,I LOVEEEE Karl’s MOTHER,1,1 tahun yang lalu
@AlexisPineda-m3t,Sarce Cervantes no hablabas español?,1,1 tahun yang lalu
@arisbeh344,Yes lover kar's😍,1,1 tahun yang lalu
@karmashahin7378,That sounds weird,1,1 tahun yang lalu
@Juipiter_gaming,Yes 🗿,1,1 tahun yang lalu
@TANTFCC,ye,1,1 tahun yang lalu
@SaySayandHannah,Fr,1,1 tahun yang lalu
@beeeeeanie,Yes!1!♡♡♡,1,1 tahun yang lalu
@johndavis4664,Fr😂,1,1 tahun yang lalu
@farabaku,No I don’t hahahahah,1,11 bulan yang lalu
@mauricemeisteriv7940,W,1,9 bulan yang lalu
@AhmetDura-tu1di,Susugbie,1,9 bulan yang lalu
@Teopka,Ya se que lo traduciste,1,8 bulan yang lalu
@eltumbatorres8,COMO QUE CESAR SERVANTES ESTA AQUI,1,8 bulan yang lalu
@MalihaNuzhat-n3t,Me too 😁,1,7 bulan yang lalu
@Darobloxianpharaoh,WE LOVE KARL’S MOM!,1,7 bulan yang lalu
@MESSI-ycr7,Sacer por primera vez comentas en un vídeo de Mrbeast,1,7 bulan yang lalu
@rayhillwpfg,Baa,1,6 bulan yang lalu
@abductions-k6j,1️⃣🐘,1,13 hari yang lalu
@space4405,But karl,17,2 tahun yang lalu
@DHJO33,My mom is mom karl,0,2 tahun yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@higherthanyou999,Yes,0,2 tahun yang lalu
@gabigabifuifui175,​@Alfred Chan r🎉🎉😢🎉😢🎉😢,0,2 tahun yang lalu (diedit)
@Bhshdlitxpjvitcuv,Nah,0,2 tahun yang lalu
@justarandomacc7263,yes we do.,0,2 tahun yang lalu
@princianorvz,Love!!!❤,0,2 tahun yang lalu
@RandomGuy-t7c, @princianorvz you’ve lost it,0,8 bulan yang lalu
@Killa_vom_Billa,And carls Dortmund Jacket,0,2 tahun yang lalu
@lixon30fps,And yours😊,0,2 tahun yang lalu
@tomminecraft_YT,Yea I got a major crush on carls mum,0,2 tahun yang lalu
@louis_deg,yes,0,2 tahun yang lalu
@ChezBurgor172,tbh who doesnt?,0,2 tahun yang lalu
@barberjungle,Mr beast loves her more,0,2 tahun yang lalu
@FSoJG28597,True.,0,2 tahun yang lalu
@komet011,true,0,2 tahun yang lalu
@itsMeyoush,​ Don't Read My Profile Picture  why,0,2 tahun yang lalu
@irixxoneyt,Cómo es que hablas inglés,0,2 tahun yang lalu
@luanamoreira7195,true,0,2 tahun yang lalu
@x_Daniyal_x,😏😏,0,2 tahun yang lalu
@magicaleraser2914,We love Karl's mom,0,2 tahun yang lalu
@Deebo_is_him,Yep,0,2 tahun yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@MrGarzia,Yes,0,2 tahun yang lalu
@amogusyt4422,Yes,0,2 tahun yang lalu
@Fulcrum1313,Yess <3,0,2 tahun yang lalu
@MFTUCK,Yes,0,2 tahun yang lalu
@celloncello,Lol,0,2 tahun yang lalu
@woosizt,Wazaaa,0,2 tahun yang lalu
@33itsrelaxing,Love you 😍 💗,0,2 tahun yang lalu
@rexgutten7657,Ofc❤️,0,2 tahun yang lalu
@andimunir890,LMAO,0,2 tahun yang lalu
@Blt-l6w,I approve,0,2 tahun yang lalu
@maximilianocorazcuellar2200,Is true,0,2 tahun yang lalu
@landonhuang78,Si,0,2 tahun yang lalu
@justsomerandomguy8210,Some more than others,0,2 tahun yang lalu
@LRabbit71421,Yes I do,0,2 tahun yang lalu
@wataquesono,Eres español no gringo xd,0,2 tahun yang lalu
@Demi_Reborn,Agreed,0,2 tahun yang lalu
@coopdog835,For real,0,2 tahun yang lalu
@thechosenone2227,WE ALL LOVE KARLS MOM,0,2 tahun yang lalu
@Gronty_219,We love Karl's mom♥️,0,2 tahun yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@sheluvmefr,Ikr,0,2 tahun yang lalu
@rumi7727,Yes,0,2 tahun yang lalu
@bloodman228,Lol,0,2 tahun yang lalu
@Rockmain_12,Yes,0,2 tahun yang lalu
@Battleray,Ok,0,2 tahun yang lalu
@IconicTristan,When you got it you got it,0,2 tahun yang lalu
@ridhogaming0126,Its true!,0,2 tahun yang lalu
@aestheticstone-lp2vv,Karls mom is a W,0,2 tahun yang lalu
@ianozielnunez132,Mr beast humillando a los de Latam,0,2 tahun yang lalu
@Supercrypa,Her bed is better. 🥱,0,2 tahun yang lalu
@blairbearx,Karls mom has got it going on,0,2 tahun yang lalu
@AaronR868,I love Karl's mom,0,2 tahun yang lalu
@FORTNITEBALLSALLINYAFACE,No we all ❤️ Karl’s mom,0,2 tahun yang lalu
@Flenix_CB,Que haces acaaa,0,2 tahun yang lalu
@_nolan_793,Yes,0,2 tahun yang lalu
@luc77saa,IKR❤❤,0,2 tahun yang lalu
@Sexybaka13,Ok,0,2 tahun yang lalu
@IILovinusII,I might just… 😏😏😏😏😏😏😏😏😏,0,2 tahun yang lalu
@XlyXO,Karl wants to know your location,0,2 tahun yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@sunmoon4427-p4e,Troom,0,2 tahun yang lalu
@arhankhan00786,HELLL YEAHHH WE DOO!!!!!!!,0,2 tahun yang lalu
@elimiller-eu7vk,Yep,0,2 tahun yang lalu
@davicitoman,Yep,0,2 tahun yang lalu
@rabianasir5825,Yes we all dp,0,2 tahun yang lalu
@fan_de_kim12888,"ocbeo Yes, hello",0,2 tahun yang lalu
@socky85,❤️*,0,2 tahun yang lalu
@deathforum1084,O sacer you eres español,0,2 tahun yang lalu
@trucecastle,Biggest irl shoutout for someone I believe,0,2 tahun yang lalu
@Actually_Himothy,We love Karl's mom!,0,2 tahun yang lalu
@loiswilczewski169,Yup😊,0,2 tahun yang lalu
@masona457,Yes indeed,0,2 tahun yang lalu
@ducki6054,I love karls mom,0,2 tahun yang lalu
@ItsP4nc4k3s,Ain't that the truth 👌,0,2 tahun yang lalu
@dragonfly6638,Same,0,2 tahun yang lalu
@ArtByJack44,Same,0,2 tahun yang lalu
@virginiafaraj7037,Porque lo pones en ingles si vos hablas español???,0,2 tahun yang lalu
@Alejocordova240,Que épico el sacer bilingüe 🤑👻,0,2 tahun yang lalu
@cadenbrown5247,I'm doing this to make Karl pissed,0,2 tahun yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@rocketpower4127,Yes we do,0,2 tahun yang lalu
@Steve_012,No,0,2 tahun yang lalu
@TheDannyBoy12,"No, we ❤ her.",0,2 tahun yang lalu
@BluePenguVr,Amen,0,2 tahun yang lalu
@Zaklinatel_govna69,And Nolan’s mom,0,2 tahun yang lalu
@xlint9906,Fr,0,2 tahun yang lalu
@SqueaksandSniffs,YES YES,0,2 tahun yang lalu
@goatjr7490,W,0,2 tahun yang lalu
